Division,Zila,Upazila/Thana,CityCorp/Paurasava,Union/Ward,Name
20,12,04,99,45,RUPASDI
20,12,04,99,54,MANIKPUR
20,12,04,99,59,DARIKANDI
20,12,04,99,68,FARDABAD
20,12,04,99,77,UJAN CHAR
20,12,04,99,81,SALIMABAD
20,12,04,99,83,SONARAMPUR
20,12,04,99,88,TEZKHALI
20,12,04,99,94,BANCHHARAMPUR
20,12,07,,,BIJOYNAGAR
20,12,07,99,28,BUDHANTI
20,12,07,99,32,CHANDURA
20,12,07,99,36,CHAR ISLMAPUR
20,12,07,99,43,CHAMPAKNAGAR
20,12,07,99,52,DAKSHIN SINGERBIL
20,12,07,99,56,HARASHPUR
20,12,07,99,66,PAHARPUR
20,12,07,99,72,PATTAN
20,12,07,99,91,UTTAR ICHHAPUR
20,12,07,99,96,BISHNUPUR
20,12,13,,,BRAHMANBARIA SADAR
20,12,13,66,,BRAHMANBARIA PAURASAVA
20,12,13,66,01,WARD NO-01
20,12,13,66,02,WARD NO-02
20,12,13,66,03,WARD NO-03
20,12,13,66,04,WARD NO-04
20,12,13,66,05,WARD NO-05
20,12,13,66,06,WARD NO-06
20,12,13,66,07,WARD NO-07
20,12,13,66,08,WARD NO-08
20,12,13,66,09,WARD NO-09
20,12,13,66,10,WARD NO-10
20,12,13,66,11,WARD NO-11
20,12,13,66,12,WARD NO-12
20,12,13,99,17,BASUDEB
20,12,13,99,48,DAKSHIN NATAI
20,12,13,99,50,SHUHILPUR
20,12,13,99,59,MACHHIHATA
20,12,13,99,61,MAJLISHPUR
20,12,13,99,81,PURBA TALSAHAR
20,12,13,99,83,RAMRAIL
20,12,13,99,86,SADEKPUR
20,12,13,99,88,SULTANPUR
20,12,13,99,93,UTTAR NATAI
20,12,13,99,94,BUDHAL
20,12,33,,,ASHUGANJ
20,12,33,99,12,ARAISIDHA
20,12,33,99,14,ASHUGANG
20,12,33,99,26,CHAR CHARTALA
20,12,33,99,38,DURGAPUR
20,12,33,99,42,LALPUR
20,12,33,99,74,PASCHIM TALSAHAR
20,12,33,99,77,SHARIFPUR
20,12,33,99,83,TARUA
20,12,63,,,KASBA
20,12,63,76,,KASBA PAURASAVA
20,12,63,76,01,WARD NO-01
20,12,63,76,02,WARD NO-02
20,12,63,76,03,WARD NO-03
20,12,63,76,04,WARD NO-04
20,12,63,76,05,WARD NO-05
20,12,63,76,06,WARD NO-06
20,12,63,76,07,WARD NO-07
20,12,63,76,08,WARD NO-08
20,12,63,76,09,WARD NO-09
20,12,63,99,18,BADAIR
20,12,63,99,31,BAYEK
20,12,63,99,37,BINAUTI
20,12,63,99,50,GOPINATHPUR
20,12,63,99,56,KAIMPUR
20,12,63,99,63,KASBA PASCHIM
20,12,63,99,65,KHERERA
20,12,63,99,69,KUTI
20,12,63,99,82,MEHARI
20,12,63,99,94,MULGRAM
20,12,85,,,NABINAGAR
20,12,85,88,,NABINAGAR PAURASAVA
20,12,85,88,01,WARD NO-01
20,12,85,88,02,WARD NO-02
20,12,85,88,03,WARD NO-03
20,12,85,88,04,WARD NO-04
20,12,85,88,05,WARD NO-05
20,12,85,88,06,WARD NO-06
20,12,85,88,07,WARD NO-07
20,12,85,88,08,WARD NO-08
20,12,85,88,09,WARD NO-09
20,12,85,99,12,BARIKANDI
20,12,85,99,13,BIDDYAKUT
20,12,85,99,18,BIRGAON
20,12,85,99,22,BITGHAR (TIARA)
20,12,85,99,27,IBRAHIMPUR
20,12,85,99,36,JUNEDPUR
20,12,85,99,40,KAITALA DAKSHIN
20,12,85,99,42,KAITALA UTTAR
20,12,85,99,45,KRISHNANAGAR
20,12,85,99,47,LAUR FATEHPUR
20,12,85,99,58,NATGHAR
20,12,85,99,60,PASCHIM NABINAGAR
20,12,85,99,62,PURBA NABINAGAR
20,12,85,99,67,RASULLABAD
20,12,85,99,72,RATANPUR
20,12,85,99,75,SALIMGANJ
20,12,85,99,81,BARAIL
20,12,85,99,83,SATMURA
20,12,85,99,86,SHIBPUR
20,12,85,99,88,SHYAMGRAM
20,12,85,99,90,SREERAMPUR
20,12,90,,,NASIRNAGAR
20,12,90,99,14,BURISHWAR
20,12,90,99,17,BOLAKOT
20,12,90,99,21,CHAPARTALA
20,12,90,99,29,CHATALPAR
20,12,90,99,36,DHAR MANDAL
20,12,90,99,43,FANDAUK
20,12,90,99,51,GOALNAGAR
20,12,90,99,58,GOKARNA
20,12,90,99,65,GUNIAK
20,12,90,99,73,HARIPUR
20,12,90,99,80,KUNDA
20,12,90,99,87,NASIRNAGAR
20,12,90,99,94,PURBABAGH
20,12,94,,,SARAIL
20,12,94,99,13,AORAIL
20,12,94,99,19,CHUNTA
20,12,94,99,28,KALIKACHCHHA
20,12,94,99,38,NOAGAON
20,12,94,99,47,PAK SHIMUL
20,12,94,99,76,SARAIL
20,12,94,99,85,SHAHBAZPUR
20,12,94,99,90,SHAHJADAPUR
20,12,94,99,94,UTTAR PANISAR
20,13,,,,CHANDPUR
20,13,22,,,CHANDPUR SADAR
20,13,22,14,,CHANDPUR PAURASAVA
20,13,22,14,01,WARD NO-01
20,13,22,14,02,WARD NO-02
20,13,22,14,03,WARD NO-03
20,13,22,14,04,WARD NO-04
20,13,22,14,05,WARD NO-05
20,13,22,14,06,WARD NO-06
20,13,22,14,07,WARD NO-07
20,13,22,14,08,WARD NO-08
20,13,22,14,09,WARD NO-09
20,13,22,14,10,WARD NO-10
20,13,22,14,11,WARD NO-11
20,13,22,14,12,WARD NO-12
20,13,22,14,13,WARD NO-13
20,13,22,14,14,WARD NO-14
20,13,22,14,15,WARD NO-15
20,13,22,99,18,ASHIKATI
20,13,22,99,20,KALYANPUR
20,13,22,99,22,BAGHADI
20,13,22,99,27,BALIA
20,13,22,99,31,BISHNUPUR
20,13,22,99,54,CHANDRA
20,13,22,99,58,HANAR CHAR
20,13,22,99,63,IBRAHIMPUR
20,13,22,99,67,MAISHADI
20,13,22,99,76,RAJRAJESHWAR
20,13,22,99,81,SHAH MAHMUDPUR
20,13,22,99,85,RAMPUR
20,13,22,99,90,LAKSHMIPUR MODEL
20,13,22,99,94,TARPUR CHANDI
20,13,45,,,FARIDGANJ
20,13,45,35,,FARIDGANJ PAURASHAVA
20,13,45,35,01,WARD NO-01
20,13,45,35,02,WARD NO-02
20,13,45,35,03,WARD NO-03
20,13,45,35,04,WARD NO-04
20,13,45,35,05,WARD NO-05
20,13,45,35,06,WARD NO-06
20,13,45,35,07,WARD NO-07
20,13,45,35,08,WARD NO-08
20,13,45,35,09,WARD NO-09
20,13,45,99,11,PASCHIM BALUTHUPA
20,13,45,99,13,PURBA BALUTHUPA
20,13,45,99,17,PURBA CHAR DUKHIA
20,13,45,99,23,PASCHIM CHAR DUKHIA
20,13,45,99,35,DAKSHIN FARIDGANJ
20,13,45,99,41,UTTAR GOBINDAPUR
20,13,45,99,47,DAKSHIN GOBINDAPUR
20,13,45,99,53,PURBA GUPTI
20,13,45,99,59,PASCHIM GUPTI
20,13,45,99,65,UTTAR PAIKPARA
20,13,45,99,71,DAKSHIN PAIK PARA
20,13,45,99,77,UTTAR RUPSA
20,13,45,99,83,DAKSHIN RUPSA
20,13,45,99,89,PURBA SUBIDPUR
20,13,45,99,95,PASCHIM SUBIDPUR
20,13,47,,,HAIM CHAR
20,13,47,99,11,UTTAR ALGI DURGAPUR
20,13,47,99,23,DAKSHIN ALGI DURGAPUR
20,13,47,99,35,CHAR BHAIRABI
20,13,47,99,47,HAIM CHAR
20,13,47,99,59,GAZIPUR
20,13,47,99,71,NILKAMAL
20,13,49,,,HAJIGANJ
20,13,49,42,,HAJIGANJ PAURASAVA
20,13,49,42,01,WARD NO-01
20,13,49,42,02,WARD NO-02
20,13,49,42,03,WARD NO-03
20,13,49,42,04,WARD NO-04
20,13,49,42,05,WARD NO-05
20,13,49,42,06,WARD NO-06
20,13,49,42,07,WARD NO-07
20,13,49,42,08,WARD NO-08
20,13,49,42,09,WARD NO-09
20,13,49,42,10,WARD NO-10
20,13,49,42,11,WARD NO-11
20,13,49,42,12,WARD NO-12
20,13,49,99,18,PURBA BARKUL
20,13,49,99,20,PASCHIM BARKUL
20,13,49,99,25,UTTAR GANDHARABPUR
20,13,49,99,30,DAKSHIN GANDHARBAPUR
20,13,49,99,35,HAJIGANJ
20,13,49,99,50,UTTAR KALOCHO
20,13,49,99,55,DAKSHIN KALOCHO
20,13,49,99,60,PACHIM HATILA
20,13,49,99,65,HATILA PURBA
20,13,49,99,70,UTTAR RAJARGAON
20,13,49,99,75,BAKILA
20,13,58,,,KACHUA
20,13,58,57,,KACHUA PAURASAVA
20,13,58,57,01,WARD NO-01
20,13,58,57,02,WARD NO-02
20,13,58,57,03,WARD NO-03
20,13,58,57,04,WARD NO-04
20,13,58,57,05,WARD NO-05
20,13,58,57,06,WARD NO-06
20,13,58,57,07,WARD NO-07
20,13,58,57,08,WARD NO-08
20,13,58,57,09,WARD NO-09
20,13,58,99,13,ASHRAFPUR
20,13,58,99,15,BITARA
20,13,58,99,23,UTTAR GOHAT
20,13,58,99,31,DAKSHIN GOHAT
20,13,58,99,39,UTTAR KACHUA
20,13,58,99,47,DAKSHIN KACHUA
20,13,58,99,55,KADLA
20,13,58,99,63,KARAIA
20,13,58,99,71,SACHAR
20,13,58,99,79,PATHAIR
20,13,58,99,87,PURBA SAHADEBPUR
20,13,58,99,94,PASCHIM SAHADEBPUR
20,13,76,,,MATLAB DAKSHIN
20,13,76,71,,MATLAB PAURASAVA
20,13,76,71,01,WARD NO-01
20,13,76,71,02,WARD NO-02
20,13,76,71,03,WARD NO-03
20,13,76,71,04,WARD NO-04
20,13,76,71,05,WARD NO-05
20,13,76,71,06,WARD NO-06
20,13,76,71,07,WARD NO-07
20,13,76,71,08,WARD NO-08
20,13,76,71,09,WARD NO-09
20,13,76,99,34,KHADERGAON
20,13,76,99,43,NARAYANPUR
20,13,76,99,56,UTTAR NAYERGAON
20,13,76,99,60,UTTAR UPADI
20,13,76,99,82,DAKHSIN NAYERGAON
20,13,76,99,86,DAKSHIN UPADI
20,13,79,,,MATLAB UTTAR
20,13,79,28,,SENGARCHAR PAURASAVA
20,13,79,28,01,WARD NO-01
20,13,79,28,02,WARD NO-02
20,13,79,28,03,WARD NO-03
20,13,79,28,04,WARD NO-04
20,13,79,28,05,WARD NO-05
20,13,79,28,06,WARD NO-06
20,13,79,28,07,WARD NO-07
20,13,79,28,08,WARD NO-08
20,13,79,28,09,WARD NO-09
20,13,79,99,11,BAGANBARI
20,13,79,99,13,FARAJIKANDI
20,13,79,99,15,DURGAPUR
20,13,79,99,17,PURBA FATEHPUR
20,13,79,99,21,EKLASPUR
20,13,79,99,23,GAJRA
20,13,79,99,25,ISLAMABAD
20,13,79,99,30,JAHIRABAD
20,13,79,99,32,KALAKANDA
20,13,79,99,38,MOHANPUR
20,13,79,99,64,SADULLAPUR
20,13,79,99,73,SATNAL
20,13,79,99,90,SULTANABAD
20,13,79,99,94,PASCHIM FATEHPUR
20,13,95,,,SHAHRASTI
20,13,95,85,,SHAHRASTI PAURASAVA
20,13,95,85,01,WARD NO-01
20,13,95,85,02,WARD NO-02
20,13,95,85,03,WARD NO-03
20,13,95,85,04,WARD NO-04
20,13,95,85,05,WARD NO-05
20,13,95,85,06,WARD NO-06
20,13,95,85,07,WARD NO-07
20,13,95,85,08,WARD NO-08
20,13,95,85,09,WARD NO-09
20,13,95,99,15,EAST CHITASI
20,13,95,99,20,WEST CHITASI
20,13,95,99,60,UTTAR MEHER
20,13,95,99,65,DAKSHIN MEHER
20,13,95,99,80,UTTAR ROYSREE
20,13,95,99,82,DAKSHIN ROYSREE
20,13,95,99,85,UTTAR SUCHI PARA
20,13,95,99,90,DAKSHIN SUCHI PARA
20,13,95,99,95,TAMTA DAKSHIN
20,13,95,99,96,TAMTA UTTAR
20,15,,,,CHITTAGONG
20,15,04,,,ANOWARA
20,15,04,99,15,ANOWARA
20,15,04,99,19,BAIRAG (PART)
20,15,04,99,19,BAIRAG (PART)
20,15,04,99,28,BARAKHAIN
20,15,04,99,38,BARASAT
20,15,04,99,47,BURUMCHHARA
20,15,04,99,57,BATTALI
20,15,04,99,66,CHATARI
20,15,04,99,76,HAILDHAR
20,15,04,99,81,JUIDANDI
20,15,04,99,85,PARAIKORA
20,15,04,99,95,ROYPUR
20,15,06,,,BAYEJID BOSTAMI
20,15,06,16,,CHITTAGONG CITY CORP.
20,15,06,16,01,WARD NO-01
20,15,06,16,02,WARD NO-02
20,15,06,16,03,WARD NO-03
20,15,06,16,98,CHITTAGANG CNT.
20,15,08,,,BANSHKHALI
20,15,08,05,,BANSHKHALI PAURASHAVA
20,15,08,05,01,WARD NO-01
20,15,08,05,02,WARD NO-02
20,15,08,05,03,WARD NO-03
20,15,08,05,04,WARD NO-04
20,15,08,05,05,WARD NO-05
20,15,08,05,06,WARD NO-06
20,15,08,05,07,WARD NO-07
20,15,08,05,08,WARD NO-08
20,15,08,05,09,WARD NO-09
20,15,08,99,11,BAHARCHHARA
20,15,08,99,12,BAILCHHARI
20,15,08,99,18,CHAMBAL
20,15,08,99,25,CHHANUA
20,15,08,99,31,GANDAMARA
20,15,08,99,44,KALIPUR
20,15,08,99,50,KATHARIA
20,15,08,99,56,KHANKHANABAD
20,15,08,99,63,PUICHHARI
20,15,08,99,69,PUKURIA
20,15,08,99,75,SADHANPUR
20,15,08,99,82,SARAL
20,15,08,99,88,SEKHERKHIL
20,15,08,99,94,SILKUP
20,15,10,,,BAKALIA
20,15,10,16,,CHITTAGONG CITY CORP.
20,15,10,16,17,WARD NO-17
20,15,10,16,18,WARD NO-18
20,15,10,16,19,WARD NO-19
20,15,10,16,35,WARD NO-35 (PART)
20,15,12,,,BOALKHALI
20,15,12,10,,BOALKHALI PAURASHAVA
20,15,12,10,01,WARD NO-01
20,15,12,10,02,WARD NO-02
20,15,12,10,03,WARD NO-03
20,15,12,10,04,WARD NO-04
20,15,12,10,05,WARD NO-05
20,15,12,10,06,WARD NO-06
20,15,12,10,07,WARD NO-07
20,15,12,10,08,WARD NO-08
20,15,12,10,09,WARD NO-09
20,15,12,99,17,AHLA KARALDANGA
20,15,12,99,19,AMUCHIA
20,15,12,99,28,CHARANDWIP
20,15,12,99,38,PURBA GOMDANDI
20,15,12,99,47,KANDHURKHIL
20,15,12,99,50,PASCHIM GOMDANDI
20,15,12,99,57,POPADIA
20,15,12,99,66,SAROATALI
20,15,12,99,76,SAKPURA
20,15,12,99,85,SREEPUR KHARANDWIP
20,15,18,,,CHANDANAISH
20,15,18,12,,CHANDANAISH PAURASHAVA
20,15,18,12,01,WARD NO-01
20,15,18,12,02,WARD NO-02
20,15,18,12,03,WARD NO-03
20,15,18,12,04,WARD NO-04
20,15,18,12,05,WARD NO-05
20,15,18,12,06,WARD NO-06
20,15,18,12,07,WARD NO-07
20,15,18,12,08,WARD NO-08
20,15,18,12,09,WARD NO-09
20,15,18,99,13,BAILTALI
20,15,18,99,19,BARKAL
20,15,18,99,28,BARAMA
20,15,18,99,38,DHOPACHHARI
20,15,18,99,47,DOHAZARI
20,15,18,99,66,HASHIMPUR
20,15,18,99,76,JOARA
20,15,18,99,85,KANCHANABAD
20,15,18,99,95,SATBARIA
20,15,19,,,CHANDGAON
20,15,19,16,,CHITTAGONG CITY CORP.
20,15,19,16,04,WARD NO-04
20,15,19,16,05,WARD NO-05
20,15,19,16,06,WARD NO-06
20,15,20,,,CHITTAGONG PORT
20,15,20,16,,CHITTAGONG CITY CORP.
20,15,20,16,37,WARD NO-37
20,15,20,16,38,WARD NO-38
20,15,20,16,39,WARD NO-39
20,15,28,,,DOUBLE MOORING
20,15,28,16,,CHITTAGONG CITY CORP.
20,15,28,16,23,WARD NO-23
20,15,28,16,24,WARD NO-24 (PART)
20,15,28,16,27,WARD NO-27
20,15,28,16,28,WARD NO-28
20,15,28,16,29,WARD NO-29
20,15,28,16,30,WARD NO-30
20,15,28,16,36,WARD NO-36
20,15,33,,,FATIKCHHARI
20,15,33,22,,FATIKCHHARI PAURASAVA
20,15,33,22,01,WARD NO-01
20,15,33,22,02,WARD NO-02
20,15,33,22,03,WARD NO-03
20,15,33,22,04,WARD NO-04
20,15,33,22,05,WARD NO-05
20,15,33,22,06,WARD NO-06
20,15,33,22,07,WARD NO-07
20,15,33,22,08,WARD NO-08
20,15,33,22,09,WARD NO-09
20,15,33,99,11,ABDULLAPUR
20,15,33,99,13,BAGAN BAZAR
20,15,33,99,14,BAKTAPUR
20,15,33,99,19,BHUJPUR
20,15,33,99,23,DANTMARA
20,15,33,99,28,DHARMAPUR
20,15,33,99,38,DAULATPUR
20,15,33,99,42,HARWALCHHARI
20,15,33,99,47,JAFARNAGAR
20,15,33,99,52,KANCHAN NAGAR
20,15,33,99,55,KHIRAM
20,15,33,99,57,LELANG
20,15,33,99,61,NANUPUR
20,15,33,99,66,NARAYANHAT
20,15,33,99,71,PAINDANGA
20,15,33,99,80,ROUSHANGIRI
20,15,33,99,85,SUABIL
20,15,33,99,90,SAMITIRHAT
20,15,33,99,95,SUNDARPUR
20,15,35,,,HALISHAHAR
20,15,35,16,,CHITTAGONG CITY CORP.
20,15,35,16,11,WARD NO-11 (PART)
20,15,35,16,24,WARD NO-24(PART)
20,15,35,16,25,WARD NO-25
20,15,35,16,26,WARD NO-26
20,15,37,,,HATHAZARI
20,15,37,99,10,BURISH CHAR
20,15,37,99,11,CHHIBATALI
20,15,37,99,17,CHIKANDANDI
20,15,37,99,23,DAKSHIN MADARSHA
20,15,37,99,29,DHALAI
20,15,37,99,35,FATEHPUR
20,15,37,99,41,FORHADABAD
20,15,37,99,47,GARDUARA
20,15,37,99,53,GUMAN MARDAN
20,15,37,99,59,HATHAZARI
20,15,37,99,65,MEKHAL
20,15,37,99,71,MIRZAPUR
20,15,37,99,77,NANGALMORA
20,15,37,99,89,SHIKARPUR
20,15,37,99,95,UTTAR MADARSA
20,15,37,99,98,CHITTAGANG CNT.
20,15,41,,,KOTWALI
20,15,41,16,,CHITTAGONG CITY CORP.
20,15,41,16,15,WARD NO-15
20,15,41,16,16,WARD NO-16 (PART)
20,15,41,16,20,WARD NO-20
20,15,41,16,21,WARD NO-21
20,15,41,16,22,WARD NO-22
20,15,41,16,31,WARD NO-31
20,15,41,16,32,WARD NO-32
20,15,41,16,33,WARD NO-33
20,15,41,16,34,WARD NO-34
20,15,41,16,35,WARD NO-35 (PART)
20,15,43,,,KHULSHI
20,15,43,16,,CHITTAGONG CITY CORP.
20,15,43,16,08,WARD NO-08(PART)
20,15,43,16,09,WARD NO-09
20,15,43,16,13,WARD NO-13
20,15,43,16,14,WARD NO-14
20,15,47,,,LOHAGARA
20,15,47,99,10,AMIRABAD
20,15,47,99,13,ADHUNAGAR
20,15,47,99,18,BARAHATIA
20,15,47,99,25,CHARAMBA
20,15,47,99,32,CHUNATI
20,15,47,99,43,KALAUZAN
20,15,47,99,62,LOHAGARA
20,15,47,99,73,PADUA
20,15,47,99,80,PUTIBILA
20,15,53,,,MIRSHARAI
20,15,53,08,,BAROIAR HAT PAURASHAVA
20,15,53,08,01,WARD NO-01
20,15,53,08,02,WARD NO-02
20,15,53,08,03,WARD NO-03
20,15,53,08,04,WARD NO-04
20,15,53,08,05,WARD NO-05
20,15,53,08,06,WARD NO-06
20,15,53,08,07,WARD NO-07
20,15,53,08,08,WARD NO-08
20,15,53,08,09,WARD NO-09
20,15,53,25,,MIRSHARAI PAURASHAVA
20,15,53,25,11,WARD NO-01
20,15,53,25,12,WARD NO-02
20,15,53,25,13,WARD NO-03
20,15,53,25,14,WARD NO-04
20,15,53,25,15,WARD NO-05
20,15,53,25,16,WARD NO-06
20,15,53,25,17,WARD NO-07
20,15,53,25,18,WARD NO-08
20,15,53,25,19,WARD NO-09
20,15,53,99,22,DHUM
20,15,53,99,24,DURGAPUR
20,15,53,99,27,HAITKANDI
20,15,53,99,28,HINGULI
20,15,53,99,29,ICHHAKHALI
20,15,53,99,35,KARERHAT
20,15,53,99,41,KATACHHARA
20,15,53,99,47,KHAIYACHHARA
20,15,53,99,53,MAYANI
20,15,53,99,59,MIRSHARAI
20,15,53,99,65,MITHANALA
20,15,53,99,71,MAGHADIA
20,15,53,99,77,OSMANPUR
20,15,53,99,83,SAHERKHALI
20,15,53,99,89,WAHEDPUR
20,15,53,99,95,ZORWARGANJ
20,15,55,,,PAHARTALI
20,15,55,16,,CHITTAGONG CITY CORP.
20,15,55,16,10,WARD NO-10
20,15,55,16,11,WARD NO-11 (PART)
20,15,55,16,12,WARD NO-12
20,15,57,,,PANCHLAISH
20,15,57,16,,CHITTAGONG CITY CORP.
20,15,57,16,07,WARD NO-07
20,15,57,16,08,WARD NO-08(PART)
20,15,57,16,16,WARD NO-16 (PART)
20,15,61,,,PATIYA
20,15,61,33,,PATIYA PAURASHAVA
20,15,61,33,01,WARD NO-01
20,15,61,33,02,WARD NO-02
20,15,61,33,03,WARD NO-03
20,15,61,33,04,WARD NO-04
20,15,61,33,05,WARD NO-05
20,15,61,33,06,WARD NO-06
20,15,61,33,07,WARD NO-07
20,15,61,33,08,WARD NO-08
20,15,61,33,09,WARD NO-09
20,15,61,99,12,ASIA
20,15,61,99,15,BARALIA
20,15,61,99,18,BARA UTHAN
20,15,61,99,19,BHATIKHAIN
20,15,61,99,21,CHANHARA
20,15,61,99,24,CHAR LAKSHYA
20,15,61,99,27,CHAR PATHARGHATA
20,15,61,99,30,DHALGHAT
20,15,61,99,39,HABILAS DWIP
20,15,61,99,42,HAIDGAON
20,15,61,99,52,JANGLUKHAIN
20,15,61,99,55,JULDHA
20,15,61,99,58,KACHUAI
20,15,61,99,64,KASIAIS
20,15,61,99,67,KELISHAHAR
20,15,61,99,70,KHARANA
20,15,61,99,73,KOLAGAON
20,15,61,99,76,KUSUMPURA
20,15,61,99,85,SIKALBAHA
20,15,61,99,88,SOBHANDANDI
20,15,61,99,91,DAKHIN D.BHURSHI
20,15,61,99,94,JIRI
20,15,65,,,PATENGA
20,15,65,16,,CHITTAGONG CITY CORP.
20,15,65,16,40,WARD NO-40
20,15,65,16,41,WARD NO-41
20,15,70,,,RANGUNIA
20,15,70,41,,RANGUNIA PAURASHAVA
20,15,70,41,01,WARD NO-01
20,15,70,41,02,WARD NO-02
20,15,70,41,03,WARD NO-03
20,15,70,41,04,WARD NO-04
20,15,70,41,05,WARD NO-05
20,15,70,41,06,WARD NO-06
20,15,70,41,07,WARD NO-07
20,15,70,41,08,WARD NO-08
20,15,70,41,09,WARD NO-09
20,15,70,99,15,BETAGI
20,15,70,99,17,CHANDRAGHONA KADAMTALI
20,15,70,99,21,RAJANAGAR
20,15,70,99,25,HOSNABAD
20,15,70,99,27,ISLAMPUR
20,15,70,99,30,KODALA
20,15,70,99,32,LALANAGAR
20,15,70,99,34,MARIAMNAGAR
20,15,70,99,43,PADUA
20,15,70,99,51,PARUA
20,15,70,99,60,POMARA
20,15,70,99,69,DAKSHIN RAJANAGAR
20,15,70,99,77,RANGUNIA
20,15,70,99,86,SARAPBHATA
20,15,70,99,94,SILOK
20,15,74,,,RAOZAN
20,15,74,50,,RAOZAN PAURASHAVA
20,15,74,50,01,WARD NO-01
20,15,74,50,02,WARD NO-02
20,15,74,50,03,WARD NO-03
20,15,74,50,04,WARD NO-04
20,15,74,50,05,WARD NO-05
20,15,74,50,06,WARD NO-06
20,15,74,50,07,WARD NO-07
20,15,74,50,08,WARD NO-08
20,15,74,50,09,WARD NO-09
20,15,74,99,11,BAGOAN
20,15,74,99,12,BINAJURI
20,15,74,99,18,CHIKDAIR
20,15,74,99,25,DABUA
20,15,74,99,31,PURBA GUZARA
20,15,74,99,37,GAHIRA
20,15,74,99,44,HALADIA
20,15,74,99,50,KADALPUR
20,15,74,99,56,NOAJISPUR
20,15,74,99,63,NOA PARA
20,15,74,99,69,PAHARTALI
20,15,74,99,75,RAOZAN
20,15,74,99,88,URKIRCHAR
20,15,74,99,94,PASCHIM GUZARA
20,15,78,,,SANDWIP
20,15,78,67,,SANDWIP PAURASHAVA
20,15,78,67,01,WARD NO-01
20,15,78,67,02,WARD NO-02
20,15,78,67,03,WARD NO-03
20,15,78,67,04,WARD NO-04
20,15,78,67,05,WARD NO-05
20,15,78,67,06,WARD NO-06
20,15,78,67,07,WARD NO-07
20,15,78,67,08,WARD NO-08
20,15,78,67,09,WARD NO-09
20,15,78,99,11,AMANULLAH
20,15,78,99,13,AZIMPUR
20,15,78,99,20,BAURIA
20,15,78,99,25,DIGGHAPAR
20,15,78,99,30,GACHHUA
20,15,78,99,35,HARAMIA
20,15,78,99,40,HARISPUR
20,15,78,99,55,KALAPANIA
20,15,78,99,65,MAGDHARA
20,15,78,99,70,MAITBHANGA
20,15,78,99,75,MUSAPUR
20,15,78,99,85,RAHMATPUR
20,15,78,99,90,SANTOSHPUR
20,15,78,99,92,SARIKAIT
20,15,78,99,96,URIRCHAR
20,15,82,,,SATKANIA
20,15,82,75,,SATKANIA PAURASHAVA
20,15,82,75,01,WARD NO-01
20,15,82,75,02,WARD NO-02
20,15,82,75,03,WARD NO-03
20,15,82,75,04,WARD NO-04
20,15,82,75,05,WARD NO-05
20,15,82,75,06,WARD NO-06
20,15,82,75,07,WARD NO-07
20,15,82,75,08,WARD NO-08
20,15,82,75,09,WARD NO-09
20,15,82,99,12,AMILAIS
20,15,82,99,14,EOCHIA
20,15,82,99,21,BAZALIA
20,15,82,99,29,CHARATI
20,15,82,99,36,DHEMSA
20,15,82,99,40,DHARMAPUR
20,15,82,99,47,KALIAIS
20,15,82,99,51,KANCHANA
20,15,82,99,54,KEOCHIA
20,15,82,99,58,KHAGARIA
20,15,82,99,65,MADARSA
20,15,82,99,69,NALUA
20,15,82,99,76,PURANAGAR
20,15,82,99,83,SADAHA
20,15,82,99,87,SATKANIA
20,15,82,99,91,SONAKANIA
20,15,82,99,94,PASCHIM DHEMSA
20,15,86,,,SITAKUNDA
20,15,86,83,,SITAKUNDA PAURASHAVA
20,15,86,83,01,WARD NO-01
20,15,86,83,02,WARD NO-02
20,15,86,83,03,WARD NO-03
20,15,86,83,04,WARD NO-04
20,15,86,83,05,WARD NO-05
20,15,86,83,06,WARD NO-06
20,15,86,83,07,WARD NO-07
20,15,86,83,08,WARD NO-08
20,15,86,83,09,WARD NO-09
20,15,86,99,16,BANSHBARIA
20,15,86,99,19,BARABKUNDA
20,15,86,99,28,BARIADYALA
20,15,86,99,38,BHATIARI
20,15,86,99,47,KUMIRA
20,15,86,99,57,MURADPUR
20,15,86,99,66,SALIMPUR
20,15,86,99,85,SONAICHHARI
20,15,86,99,95,SAIDPUR
20,15,86,99,98,BHATIARI CANTONMENT AREA
20,19,,,,COMILLA
20,19,09,,,BARURA
20,19,09,16,,BARURA PAURASAVA
20,19,09,16,01,WARD NO-01
20,19,09,16,02,WARD NO-02
20,19,09,16,03,WARD NO-03
20,19,09,16,04,WARD NO-04
20,19,09,16,05,WARD NO-05
20,19,09,16,06,WARD NO-06
20,19,09,16,07,WARD NO-07
20,19,09,16,08,WARD NO-08
20,19,09,16,09,WARD NO-09
20,19,09,50,,COMILLA CITY CORP.
20,19,09,99,11,ADDA
20,19,09,99,12,ADRA
20,19,09,99,18,AGANAGAR
20,19,09,99,25,BHABANIPUR
20,19,09,99,31,BHAUKSAR
20,19,09,99,44,GALIMPUR
20,19,09,99,50,CHITADDA
20,19,09,99,56,JALAM
20,19,09,99,63,UTTAR KHOSBAS
20,19,09,99,69,DAKSHIN KHOSBAS
20,19,09,99,75,UTTAR PAYALGACHHA
20,19,09,99,82,LAKSHMIPUR
20,19,09,99,88,UTTAR SHILMURI
20,19,09,99,91,SHAKPUR
20,19,09,99,94,DAKSHIN SHILMURI
20,19,15,,,BRAHMAN PARA
20,19,15,99,18,BRAHMAN PARA
